bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
684425,1152,HB1265,1,Introduced,2015-01-16,"Creating a bond issuance exemption for qualifying local revitalization financing projects.","Creating a bond issuance exemption for qualifying local revitalization financing projects.",2764,"House Technology & Economic Development",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1265/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1265&year=2015
684435,1152,HB1266,1,Introduced,2015-01-16,"Creating a task force on elections for irrigation districts.","Creating a task force on elections for irrigation districts.",3147,"House State Government",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1266/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1266&year=2015
684094,1152,HB1267,1,Introduced,2015-01-16,"Concerning de facto changes in water rights for irrigation purposes that involved conversion to more efficient irrigation technologies.","Concerning de facto changes in water rights for irrigation purposes that involved conversion to more efficient irrigation technologies.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1267/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1267&year=2015
684531,1152,HB1268,4,Passed,2015-04-25,"Regarding hemp as a component of commercial animal feed.","Regarding hemp as a component of commercial animal feed.",0,,2015-04-25,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1268/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1268&year=2015
684405,1152,HB1269,1,Introduced,2015-01-16,"Extending the dairy inspection program assessment expiration date.","Extending the dairy inspection program assessment expiration date.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1269/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1269&year=2015
684224,1152,HB1270,1,Introduced,2015-01-16,"Increasing salmon populations in Washington through the implementation of a new fish hatchery management structure that is modeled on the proven, successful structure utilized by the state of Alaska for the past forty years.","Increasing salmon populations in Washington through the implementation of a new fish hatchery management structure that is modeled on the proven, successful structure utilized by the state of Alaska for the past forty years.",3150,"House General Government & Information Technology",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1270/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1270&year=2015
684064,1152,HB1271,1,Introduced,2015-01-16,"Increasing rock collecting opportunities on state lands.","Increasing rock collecting opportunities on state lands.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1271/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1271&year=2015
684409,1152,HB1272,4,Passed,2015-07-09,"Creating the crime of wrongfully distributing intimate images.","Creating the crime of wrongfully distributing intimate images.",0,,2015-07-09,"Effective date 9/26/2015.",https://legiscan.com/WA/bill/HB1272/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1272&year=2015
684494,1152,HB1273,1,Introduced,2015-01-16,"Implementing family and medical leave insurance.","Implementing family and medical leave insurance.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1273/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1273&year=2015
683003,1152,HB1274,4,Passed,2015-06-30,"Implementing a value-based system for nursing home rates.","Implementing a value-based system for nursing home rates.",0,,2015-06-30,"Effective date 7/1/2015.",https://legiscan.com/WA/bill/HB1274/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1274&year=2015
684261,1152,HB1275,1,Introduced,2015-01-16,"Increasing the number of members on the board of osteopathic medicine and surgery.","Increasing the number of members on the board of osteopathic medicine and surgery.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1275/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1275&year=2015
684267,1152,HB1276,4,Passed,2015-06-30,"Concerning impaired driving.","Concerning impaired driving.",0,,2015-06-30,"Effective date 9/26/2015.",https://legiscan.com/WA/bill/HB1276/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1276&year=2015
683011,1152,HB1277,4,Passed,2015-04-21,"Concerning transient lodging for military service members in armories.","Concerning transient lodging for military service members in armories.",0,,2015-04-21,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1277/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1277&year=2015
684524,1152,HB1278,1,Introduced,2015-01-16,"Concerning building energy use disclosure requirements.","Concerning building energy use disclosure requirements.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1278/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1278&year=2015
684332,1152,HB1279,4,Passed,2015-04-28,"Modifying the definition of legislative authority for purposes of local tourism promotion areas.","Modifying the definition of legislative authority for purposes of local tourism promotion areas.",0,,2015-04-28,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1279/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1279&year=2015
684394,1152,HB1280,1,Introduced,2015-01-16,"Establishing a commission on government-to-government relations in Washington.","Establishing a commission on government-to-government relations in Washington.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1280/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1280&year=2015
684131,1152,HB1281,4,Passed,2015-05-18,"Concerning the sexual exploitation of minors.","Concerning the sexual exploitation of minors.",0,,2015-05-18,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1281/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1281&year=2015
684060,1152,HB1282,4,Passed,2015-05-01,"Addressing the crime of driving while license suspended where the suspension is based on noncompliance with a child support order.","Addressing the crime of driving while license suspended where the suspension is based on noncompliance with a child support order.",0,,2015-05-01,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1282/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1282&year=2015
684549,1152,HB1283,4,Passed,2015-05-06,"Concerning nonprofit organizations engaged in debt adjusting.","Concerning nonprofit organizations engaged in debt adjusting.",0,,2015-05-06,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1283/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1283&year=2015
684353,1152,HB1284,1,Introduced,2015-01-16,"Concerning hours of service for certain railroad employees.","Concerning hours of service for certain railroad employees.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1284/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1284&year=2015
684510,1152,HB1285,4,Passed,2015-04-21,"Requiring critical congenital heart disease screening for newborns.","Requiring critical congenital heart disease screening for newborns.",0,,2015-04-21,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1285/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1285&year=2015
684504,1152,HB1286,1,Introduced,2015-01-16,"Requiring a study for funding options for long-term care services and supports.","Requiring a study for funding options for long-term care services and supports.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1286/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1286&year=2015
684398,1152,HB1287,1,Introduced,2015-01-16,"Concerning less restrictive alternative orders under the involuntary treatment act.","Concerning less restrictive alternative orders under the involuntary treatment act.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1287/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1287&year=2015
684342,1152,HB1288,1,Introduced,2015-01-16,"Directing the Washington state institute for public policy to complete a study regarding the involuntary treatment act.","Directing the Washington state institute for public policy to complete a study regarding the involuntary treatment act.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1288/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1288&year=2015
684252,1152,HB1289,1,Introduced,2015-01-16,"Modifying the procedure for adoption and amendment of the Washington state energy code.","Modifying the procedure for adoption and amendment of the Washington state energy code.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1289/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1289&year=2015
683010,1152,HB1290,2,Engrossed,2016-02-16,"Increasing the number of tasting rooms allowed under a domestic winery license.","Increasing the number of tasting rooms allowed under a domestic winery license.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1290/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1290&year=2015
684247,1152,HB1291,1,Introduced,2015-01-16,"Concerning credentialing requirements for the design and installation of residential fire protection sprinkler systems.","Concerning credentialing requirements for the design and installation of residential fire protection sprinkler systems.",3146,"House Labor",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1291/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1291&year=2015
684293,1152,HB1292,1,Introduced,2015-01-16,"Providing fee immunity for certain water facilities.","Providing fee immunity for certain water facilities.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1292/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1292&year=2015
683012,1152,HB1293,1,Introduced,2015-01-16,"Concerning paraeducators.","Concerning paraeducators.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1293/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1293&year=2015
684456,1152,HB1294,2,Engrossed,2015-03-06,"Enhancing youth voter registration.","Enhancing youth voter registration.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1294/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1294&year=2015
684389,1152,HB1295,2,Engrossed,2015-03-04,"Concerning breakfast after the bell programs.","Concerning breakfast after the bell programs.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1295/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1295&year=2015
684420,1152,HB1296,1,Introduced,2015-01-16,"Establishing special license endorsements for cigar lounges and retail tobacconist shops.","Establishing special license endorsements for cigar lounges and retail tobacconist shops.",937,"House Health Care and Wellness",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1296/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1296&year=2015
684323,1152,HB1297,1,Introduced,2015-01-16,"Making 2013-2015 supplemental transportation appropriations.","Making 2013-2015 supplemental transportation appropriations.",946,"House Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1297/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1297&year=2015
684327,1152,HB1298,1,Introduced,2015-01-16,"Authorizing bonds for the financing of transportation projects.","Authorizing bonds for the financing of transportation projects.",946,"House Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1298/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1298&year=2015
684085,1152,HB1299,4,Passed,2015-06-11,"Making transportation appropriations for the 2015-2017 fiscal biennium.","Making transportation appropriations for the 2015-2017 fiscal biennium.",0,,2015-06-11,"Effective date 6/11/2015**.",https://legiscan.com/WA/bill/HB1299/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1299&year=2015
684560,1152,HB1300,1,Introduced,2015-01-16,"Concerning transportation revenue.","Concerning transportation revenue.",946,"House Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1300/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1300&year=2015
684170,1152,HB1301,1,Introduced,2015-01-16,"Classifying fantasy sports contests as contests of skill.","Classifying fantasy sports contests as contests of skill.",3145,"House Commerce & Gaming",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1301/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1301&year=2015
684164,1152,HB1302,4,Passed,2015-04-21,"Clarifying the applicability of child abduction statutes to residential provisions ordered by a court.","Clarifying the applicability of child abduction statutes to residential provisions ordered by a court.",0,,2015-04-21,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1302/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1302&year=2015
684484,1152,HB1303,1,Introduced,2015-01-16,"Creating the degree production incentive program.","Creating the degree production incentive program.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1303/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1303&year=2015
684454,1152,HB1304,2,Engrossed,2015-02-19,"Allowing a public depository to arrange for reciprocal deposits of public funds.","Allowing a public depository to arrange for reciprocal deposits of public funds.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1304/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1304&year=2015
684617,1152,HB1305,1,Introduced,2015-01-19,"Encouraging the establishment of therapeutic courts.","Encouraging the establishment of therapeutic courts.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1305/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1305&year=2015
684906,1152,HB1306,1,Introduced,2015-01-19,"Concerning the management of state-owned aquatic lands by cities for the purposes of operating a publicly owned marina.","Concerning the management of state-owned aquatic lands by cities for the purposes of operating a publicly owned marina.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1306/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1306&year=2015
684924,1152,HB1307,4,Passed,2015-04-21,"Concerning enforcement standards for residential services and support providers.","Concerning enforcement standards for residential services and support providers.",0,,2015-04-21,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1307/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1307&year=2015
684918,1152,HB1308,4,Passed,2015-04-29,"Addressing surplus lines of insurance.","Addressing surplus lines of insurance.",0,,2015-04-29,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1308/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1308&year=2015
685032,1152,HB1309,4,Passed,2015-04-29,"Concerning the sale of floating homes or floating on-water residences by brokers.","Concerning the sale of floating homes or floating on-water residences by brokers.",0,,2015-04-29,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1309/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1309&year=2015
684578,1152,HB1310,1,Introduced,2015-01-19,"Concerning standards adopted by the national fire protection association and the state building code council.","Concerning standards adopted by the national fire protection association and the state building code council.",1714,"House Local Government",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1310/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1310&year=2015
684579,1152,HB1311,1,Introduced,2015-01-19,"Concerning a nonoperating advisory board reporting to the state patrol.","Concerning a nonoperating advisory board reporting to the state patrol.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1311/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1311&year=2015
685049,1152,HB1312,1,Introduced,2015-01-19,"Concerning the limited exoneration of bail forfeitures in instances where the prosecuting agency declines extradition of a defendant.","Concerning the limited exoneration of bail forfeitures in instances where the prosecuting agency declines extradition of a defendant.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1312/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1312&year=2015
684614,1152,HB1313,4,Passed,2015-04-21,"Granting fire protection districts and regional fire protection service authorities biennial budget authority.","Granting fire protection districts and regional fire protection service authorities biennial budget authority.",0,,2015-04-21,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1313/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1313&year=2015
684977,1152,HB1314,1,Introduced,2015-01-19,"Implementing a carbon pollution market program to reduce greenhouse gas emissions.","Implementing a carbon pollution market program to reduce greenhouse gas emissions.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1314/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1314&year=2015
685021,1152,HB1315,1,Introduced,2015-01-19,"Providing for certain variances in the plumbing and electrical trades.","Providing for certain variances in the plumbing and electrical trades.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1315/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1315&year=2015
684577,1152,HB1316,4,Passed,2015-05-14,"Allowing for an arrest without a warrant when a police officer has probable cause to believe a person has violated certain temporary protection orders.","Allowing for an arrest without a warrant when a police officer has probable cause to believe a person has violated certain temporary protection orders.",0,,2015-05-14,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1316/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1316&year=2015
684584,1152,HB1317,4,Passed,2015-04-21,"Revising the lien for collection of sewer charges by counties.","Revising the lien for collection of sewer charges by counties.",0,,2015-04-21,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1317/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1317&year=2015
684919,1152,HB1318,1,Introduced,2015-01-19,"Concerning deficit reimbursement agreements with counties owning and operating ferry systems.","Concerning deficit reimbursement agreements with counties owning and operating ferry systems.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1318/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1318&year=2015
685007,1152,HB1319,4,Passed,2015-04-29,"Making technical corrections to processes for persons sentenced for offenses committed prior to reaching eighteen years of age.","Making technical corrections to processes for persons sentenced for offenses committed prior to reaching eighteen years of age.",0,,2015-04-29,"Effective date 4/29/2015.",https://legiscan.com/WA/bill/HB1319/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1319&year=2015
684616,1152,HB1320,2,Engrossed,2015-03-10,"Creating an identicard program for certain incarcerated offenders.","Creating an identicard program for certain incarcerated offenders.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1320/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1320&year=2015
685052,1152,HB1321,1,Introduced,2015-01-19,"Declaring the intent for all Washingtonians to have health care coverage by 2020.","Declaring the intent for all Washingtonians to have health care coverage by 2020.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1321/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1321&year=2015
684991,1152,HB1322,2,Engrossed,2015-03-03,"Addressing membership in state retirement plans prior to attaining the normal retirement age in another plan.","Addressing membership in state retirement plans prior to attaining the normal retirement age in another plan.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1322/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1322&year=2015
685031,1152,HB1323,1,Introduced,2015-01-19,"Repealing advisory votes.","Repealing advisory votes.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1323/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1323&year=2015
684941,1152,HB1324,1,Introduced,2015-01-19,"Ensuring protection of persons and property.","Ensuring protection of persons and property.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1324/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1324&year=2015
684896,1152,HB1325,1,Introduced,2015-01-19,"Reevaluating the delegation of authority to state agencies in regards to programs that address greenhouse gas emissions.","Reevaluating the delegation of authority to state agencies in regards to programs that address greenhouse gas emissions.",1716,"House Environment",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1325/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1325&year=2015
685045,1152,HB1326,1,Introduced,2015-01-19,"Prohibiting the use of transportation funds for public works of art or artistic designs.","Prohibiting the use of transportation funds for public works of art or artistic designs.",946,"House Transportation",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1326/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1326&year=2015
684620,1152,HB1327,1,Introduced,2015-01-19,"Addressing the issuance of subpoenas in proceedings involving the employment security department.","Addressing the issuance of subpoenas in proceedings involving the employment security department.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1327/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1327&year=2015
684619,1152,HB1328,1,Introduced,2015-01-19,"Increasing district court civil jurisdiction.","Increasing district court civil jurisdiction.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1328/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1328&year=2015
685043,1152,HB1329,1,Introduced,2015-01-19,"Addressing electronic notices and document delivery of insurance products.","Addressing electronic notices and document delivery of insurance products.",1735,"House Business & Financial Services",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1329/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1329&year=2015
684920,1152,HB1330,1,Introduced,2015-01-19,"Addressing the enhancement for attempting to elude a police vehicle.","Addressing the enhancement for attempting to elude a police vehicle.",2763,"House Public Safety",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1330/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1330&year=2015
684895,1152,HB1331,1,Introduced,2015-01-19,"Concerning school library and technology programs.","Concerning school library and technology programs.",930,"House Education",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1331/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1331&year=2015
685028,1152,HB1332,1,Introduced,2015-01-19,"Modifying yellow light intervals and monetary penalties related to automated traffic safety cameras.","Modifying yellow light intervals and monetary penalties related to automated traffic safety cameras.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1332/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1332&year=2015
684942,1152,HB1333,1,Introduced,2015-01-19,"Eliminating penalties for delinquent property taxes.","Eliminating penalties for delinquent property taxes.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1333/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1333&year=2015
684900,1152,HB1334,1,Introduced,2015-01-19,"Concerning the taxes payable on sales by licensed recreational marijuana producers, processors, and retailers.","Concerning the taxes payable on sales by licensed recreational marijuana producers, processors, and retailers.",3145,"House Commerce & Gaming",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1334/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1334&year=2015
684979,1152,HB1335,1,Introduced,2015-01-19,"Permitting cities, towns, and counties to reduce the buffer between recreational marijuana businesses and various entities.","Permitting cities, towns, and counties to reduce the buffer between recreational marijuana businesses and various entities.",3145,"House Commerce & Gaming",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1335/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1335&year=2015
684959,1152,HB1336,1,Introduced,2015-01-19,"Allowing fingerprint-based background checks for the licensing of any security guard.","Allowing fingerprint-based background checks for the licensing of any security guard.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1336/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1336&year=2015
685008,1152,HB1337,4,Passed,2015-04-29,"Increasing the flexibility for industrial development district levies for public port districts.","Increasing the flexibility for industrial development district levies for public port districts.",0,,2015-04-29,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1337/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1337&year=2015
684954,1152,HB1338,1,Introduced,2015-01-19,"Concerning the diversion of certain municipal waters.","Concerning the diversion of certain municipal waters.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1338/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1338&year=2015
684917,1152,HB1339,2,Engrossed,2015-02-09,"Allowing the secretary of health to intercede and stay any decision of a disciplining authority that expands scope of practice.","Allowing the secretary of health to intercede and stay any decision of a disciplining authority that expands scope of practice.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1339/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1339&year=2015
684897,1152,HB1340,1,Introduced,2015-01-19,"Developing a process to allow pilot programs for health care professionals to learn new skills or roles, use existing skills in new circumstances, and accelerate training.","Developing a process to allow pilot programs for health care professionals to learn new skills or roles, use existing skills in new circumstances, and accelerate training.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1340/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1340&year=2015
685020,1152,HB1341,1,Introduced,2015-01-19,"Concerning unlawfully engaging in fishing guide activity.","Concerning unlawfully engaging in fishing guide activity.",923,"House Agriculture and Natural Resources",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1341/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1341&year=2015
684955,1152,HB1342,4,Passed,2015-04-21,"Permitting the sale of cider in microbrewery tasting rooms.","Permitting the sale of cider in microbrewery tasting rooms.",0,,2015-04-21,"Effective date 7/24/2015.",https://legiscan.com/WA/bill/HB1342/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1342&year=2015
684914,1152,HB1343,1,Introduced,2015-01-19,"Concerning spirits retailers when selling for resale.","Concerning spirits retailers when selling for resale.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1343/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1343&year=2015
685015,1152,HB1344,1,Introduced,2015-01-19,"Creating the nurse educator pay it forward program.","Creating the nurse educator pay it forward program.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1344/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1344&year=2015
684915,1152,HB1345,4,Passed,2016-03-31,"Adopting a definition and standards of professional learning.","Adopting a definition and standards of professional learning.",0,,2016-03-31,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB1345/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1345&year=2015
684997,1152,HB1346,1,Introduced,2015-01-19,"Allowing additional hunting opportunities on state land.","Allowing additional hunting opportunities on state land.",3150,"House General Government & Information Technology",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1346/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1346&year=2015
685018,1152,HB1347,1,Introduced,2015-01-19,"Concerning the treatment of Lyme disease.","Concerning the treatment of Lyme disease.",937,"House Health Care and Wellness",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1347/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1347&year=2015
