bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
685033,1152,HB1348,1,Introduced,2015-01-19,"Requiring crisis intervention training for peace officers.","Requiring crisis intervention training for peace officers.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1348/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1348&year=2015
684993,1152,HB1349,2,Engrossed,2015-03-09,"Concerning requesting public records for the purpose of obtaining exempted information relating to employment and licensing.","Concerning requesting public records for the purpose of obtaining exempted information relating to employment and licensing.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1349/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1349&year=2015
684948,1152,HB1350,1,Introduced,2015-01-19,"Providing for election of supreme court justices from three judicial districts.","Providing for election of supreme court justices from three judicial districts.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1350/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1350&year=2015
684907,1152,HB1351,4,Passed,2016-03-31,"Concerning license fees for national guard members under Title 77 RCW.","Concerning license fees for national guard members under Title 77 RCW.",0,,2016-03-31,"Effective date 6/9/2016.",https://legiscan.com/WA/bill/HB1351/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1351&year=2015
684574,1152,HB1352,1,Introduced,2015-01-19,"Allowing incremental electricity produced as a result of efficiency improvements to hydroelectric generation projects whose energy output is marketed by the Bonneville power administration to qualify as an eligible renewable resource under the energy independence act.","Allowing incremental electricity produced as a result of efficiency improvements to hydroelectric generation projects whose energy output is marketed by the Bonneville power administration to qualify as an eligible renewable resource under the energy independence act.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1352/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1352&year=2015
684939,1152,HB1353,1,Introduced,2015-01-19,"Requiring free infectious disease testing for good samaritans.","Requiring free infectious disease testing for good samaritans.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1353/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1353&year=2015
684931,1152,HB1354,1,Introduced,2015-01-19,"Concerning the employee antiretaliation act.","Concerning the employee antiretaliation act.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1354/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1354&year=2015
684929,1152,HB1355,2,Engrossed,2015-03-03,"Increasing the minimum hourly wage to twelve dollars over four years.","Increasing the minimum hourly wage to twelve dollars over four years.",3417,"House Labor & Workplace Standards",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1355/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1355&year=2015
685001,1152,HB1356,2,Engrossed,2015-03-03,"Establishing minimum standards for sick and safe leave from employment.","Establishing minimum standards for sick and safe leave from employment.",3417,"House Labor & Workplace Standards",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1356/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1356&year=2015
685014,1152,HB1357,1,Introduced,2015-01-19,"Concerning certificate of need requirements.","Concerning certificate of need requirements.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1357/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1357&year=2015
685027,1152,HB1358,1,Introduced,2015-01-19,"Restricting the use of bond proceeds to pay certain taxes on transportation projects.","Restricting the use of bond proceeds to pay certain taxes on transportation projects.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1358/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1358&year=2015
684974,1152,HB1359,1,Introduced,2015-01-19,"Ensuring safe, responsible, and legal acquisition of marijuana by adults.","Ensuring safe, responsible, and legal acquisition of marijuana by adults.",3145,"House Commerce & Gaming",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1359/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1359&year=2015
684945,1152,HB1360,1,Introduced,2015-01-19,"Concerning marijuana, useable marijuana, and marijuana-infused products in public.","Concerning marijuana, useable marijuana, and marijuana-infused products in public.",3145,"House Commerce & Gaming",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1360/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1360&year=2015
684938,1152,HB1361,1,Introduced,2015-01-19,"Allowing the Washington state liquor control board to accept donations for funding informational material for the purpose of improving public awareness about marijuana consumption.","Allowing the Washington state liquor control board to accept donations for funding informational material for the purpose of improving public awareness about marijuana consumption.",3145,"House Commerce & Gaming",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1361/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1361&year=2015
684624,1152,HB1362,1,Introduced,2015-01-19,"Allowing sales of growlers of wine.","Allowing sales of growlers of wine.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1362/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1362&year=2015
684988,1152,HB1363,1,Introduced,2015-01-19,"Eliminating the requirement to obtain a certificate of academic achievement or certificate of individual achievement to graduate from high school.","Eliminating the requirement to obtain a certificate of academic achievement or certificate of individual achievement to graduate from high school.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1363/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1363&year=2015
684934,1152,HB1364,1,Introduced,2015-01-19,"Establishing a citizens' initiative review pilot program.","Establishing a citizens' initiative review pilot program.",3147,"House State Government",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1364/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1364&year=2015
684890,1152,HB1365,1,Introduced,2015-01-19,"Requiring universal screening and provider payment for autism and developmental delays for children in medicaid programs.","Requiring universal screening and provider payment for autism and developmental delays for children in medicaid programs.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1365/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1365&year=2015
684581,1152,HB1366,1,Introduced,2015-01-19,"Concerning services provided by residential habilitation centers.","Concerning services provided by residential habilitation centers.",1713,"House Early Learning & Human Services",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1366/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1366&year=2015
684953,1152,HB1367,1,Introduced,2015-01-19,"Requiring the student achievement council to develop a grant program to encourage training for students studying in the medical field to work with individuals with disabilities.","Requiring the student achievement council to develop a grant program to encourage training for students studying in the medical field to work with individuals with disabilities.",2759,"House Appropriations",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1367/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1367&year=2015
684905,1152,HB1368,2,Engrossed,2015-03-10,"Removing disincentives to the voluntary formation of regional fire protection service authorities by equalizing certain provisions with existing laws governing fire protection districts and by clarifying the formation process.","Removing disincentives to the voluntary formation of regional fire protection service authorities by equalizing certain provisions with existing laws governing fire protection districts and by clarifying the formation process.",1714,"House Local Government",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1368/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1368&year=2015
684913,1152,HB1369,2,Engrossed,2015-03-02,"Enabling student volunteers to provide health care services.","Enabling student volunteers to provide health care services.",943,"House Rules",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1369/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1369&year=2015
685025,1152,HB1370,1,Introduced,2015-01-19,"Increasing the total amount of tax credits allowed under the Washington main street program.","Increasing the total amount of tax credits allowed under the Washington main street program.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1370/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1370&year=2015
685039,1152,HB1371,1,Introduced,2015-01-19,"Regarding administrative procedures that promote accountability, transparency, and economic relief.","Regarding administrative procedures that promote accountability, transparency, and economic relief.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1371/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1371&year=2015
684992,1152,HB1372,1,Introduced,2015-01-19,"Limiting enrollment in certain health care and human service programs to United States citizens and qualified aliens.","Limiting enrollment in certain health care and human service programs to United States citizens and qualified aliens.",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1372/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1372&year=2015
684888,1152,HB1373,1,Introduced,2015-01-19,"Repealing growth management planning requirements in chapter 36.70A RCW.","Repealing growth management planning requirements in chapter 36.70A RCW.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1373/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1373&year=2015
684932,1152,HB1374,1,Introduced,2015-01-19,"Requiring disclosure of specified contract information by state and local agencies.","Requiring disclosure of specified contract information by state and local agencies.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1374/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1374&year=2015
685051,1152,HB1375,1,Introduced,2015-01-19,"Concerning criminal trespass on private property.","Concerning criminal trespass on private property.",0,,2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1375/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1375&year=2015
684903,1152,HB1376,1,Introduced,2015-01-19,"Excluding an accommodation maintained by a not-for-profit sectarian organization from RCW 49.60.040(2).","Excluding an accommodation maintained by a not-for-profit sectarian organization from RCW 49.60.040(2).",940,"House Judiciary",2016-03-10,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1376/2015,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1376&year=2015
