bill_number
SB5487
HB2071
HB1842
SB5533
HB1645
HB1453
HB1340
SB5336
SB5981
HB1296
SB5634
HB1546
HB1946
HB2047
HB2097
SB5547
SB5274
HB1317
HB1406
SB5532
HB1002
HB1331
HB1654
SB5936
HB1071
HB1854
HB1412
HB1578
SB5578
HB1591
HB1631
HB2063
HB1776
SB5741
HB1642
SB5358
SB5646
SB5489
HB2009
SB5579
SB5774
SB5428
SB5129
SB5961
SB5235
HB1817
SB5513
SB5926
HB2039
HB1324
SB5423
HB1355
HB1452
HB1751
HB1791
SB5851
HB1798
SB5104
HB1319
HB1346
SB5434
HB1784
SB5701
SB5873
HB1348
HB2042
SB5446
SB5889
SB5327
SB5971
HB1025
SB5163
SB5850
HB1949
HB1767
SB5076
SB5339
SB5588
SB5472
HB1652
SB5511
HB1498
HB2051
SB5356
SB5986
HB1587
SB5223
SB5029
HB1468
SB5927
SB5514
SB5395
HB1788
SB5649
SB5988
HB2561
SB5272
SB5665
HB1644
SB5982
HB1422
HB1199
HB1394
SB5359
SB5483
HB1216
SB5146
SB5313
SB5317
SB5354
HB1599
HB1399
HB1743
HB1913
HB1516
HB2158
HB1225
HB1739
SB5027
SB5508
SB5918
SB5704
HB2144
HB1182
SB5315
SB5548
SB5641
HB1706
SB5738
HB1407
HB1123
SB5166
SB5959
SB5549
HB1696
SB5449
HB2157
SB5985
SB5360
SB5297
SB5063
HB2161
SB5218
SB5983
HB1865
SB5287
SB5828
HB1793
HB1325
HB1401
SB5276
SB5953
SB5318
HB1512
SB5812
HB1797
HB1923
HB1236
HB2035
HB1130
SB5457
SB5054
HB1282
HB2167
HB1376
SB5749
HB1975
HB1938
HB1888
SB5717
HB2132
SB5008
HB1018
HB1632
SB5406
SB5957
SB6170
SB6479
SB6122
HB2803
SB6328
HB2204
HB2502
HB2710
HB2360
HB2773
SB6404
SB6275
SB6396
SB6250
HB2374
SB6291
HB2720
HB2442
HB2364
HB1562
HB2354
HB2356
HB2405
HB2372
SB6464
SB6613
SB6509
HB2597
HB1608
HB2036
HB2376
HB2568
HB2438
HB2662
SB6254
HB2638
SB6394
HB2307
SB5400
HB2335
HB2679
SB6451
HB2821
SB6016
HB2744
SB6063
SB6490
SB6492
SB5392
HB2825
SB6355
HB2311
SB6529
HB2786
SB5601
HB2451
HB2661
HB2852
HB2464
SB6017
SB6581
HB2907
SB6281
HB2777
HB2396
HB2742
HB2856
SB6513
SB6225
HB2520
HB2550
HB2567
HB2696
SB6329
SB6187
SB6652
SB6065
SB6280
HB2239
HB2304
HB2277
SB6112
SB6088
HB2453
HB1694
HB1775
HB2486
SB6318
HB2521
SB6511
HB2780
SB6536
HB2343
HB2570
SB6617
SB6618
HB2620
SB6411
HB2793
SB6669
HB2221
SB6110
HB2363
SB6567
HB2797
SB6631
HB2184
HB2413
SB6272
HB2325
SB6168
SB6195
SB6365
HB2668
SB6628
SB6306
HB2768
HB2713
HB2415
SB6514
HB2588
SB6324
SB6518
HB2621
SB6369
HB2625
SB6519
HB2850
HB2288
SB6279
HB2541
SB6416
SB6668
SB6313
HB2763
HB2828
HB2815
SB6312
HB1191
HB2529
SB6134
HB2575
HB2496
HB2722
SB6278
SB6442
SB6087
SB6100
SB6113
SB6077
SB5789
HB2688
SB6398
HB2337
SB6447
SB6247
SB5212
HB2564
HB1165
SB6287
HB2737
HB2915
HB2484
HB2676
HB2645
HB2656
SB6357
HB2492
SB6050
SB6588
HB2380
HB2905
SB6409
HB2607
SB6379
HB2646
HB2467
HB2240
HB2784
HB2241
SB6161
SB6076
SB5340
SB6104
HB2362
HB2248
SB6012
SB6480
SB6505
SB6370
SB6430
SB6228
HB2528
HB2890
HB2734
SB5792
HB2518
SB6606
HB2332
SB6497
SB6378
HB2948
SB6692
HB2701
SB6038
SB6234
HB2462
SB6288
SB6289
SB6405
SB6577
SB6478
SB6557
SB6657
HB2322
SB6248
HB2804
SB6690
SB6316
SB6528
HB2443
HB2444
SB6210
HB2352
SB5643
SB6086
HB2426
HB2945
SB6152
SB6068
HB2401
HB2614
HB2412
SB5006
HB1948
SB6534
SB6601
HB2787
SB6611
SB6551
HB2456
HB2740
HB1156
SB5365
SB5126
SB5133
HB1213
HB1044
HB1517
HB1030
SB5201
HB1009
HB1015
HB1019
HB1028
HB1162
SB5030
SB5044
SB5228
HB1166
HB1273
SB5227
HB1472
SB5237
SB5049
HB1097
HB1127
HB1161
HB1242
SB5090
SB5191
SB5203
SB5302
HB1078
SB5170
SB5148
SB5182
HB1084
HB1091
SB5192
HB1093
SB5092
HB1120
HB1095
HB1129
HB1132
HB1206
HB1143
SB5230
SB5278
SB5355
HB1141
HB1297
SB5091
SB5214
HB1152
HB1157
HB2028
HB1119
SB5215
HB1107
HB1196
HB1202
HB1310
HB1267
HB1203
HB1207
HB1135
HB1370
HB1220
HB1258
HB1272
SB5901
SB5271
HB1275
SB5311
HB1304
HB1303
SB5383
HB1337
HB1372
HB1375
HB1408
HB1041
HB1024
HB1418
SB5065
HB1424
HB1465
HB1111
HB1477
HB1543
HB1550
HB1088
SB5229
SB5321
SB5052
HB1149
SB5204
SB5209
HB1016
HB1090
SB5093
SB5325
SB5051
HB1089
HB1395
SB5172
HB1285
SB5001
SB5003
SB5004
SB5009
SB5010
SB5018
HB1283
SB5078
SB5259
SB5262
HB1274
HB1323
SB5068
SB5377
SB5399
SB5080
HB1496
SB5103
SB5114
SB5145
SB5149
SB5415
SB5188
HB1076
SB5195
SB5267
SB5389
SB5373
SB5421
SB5476
SB5226
SB5249
HB1080
HB1232
HB1287
HB1386
HB1426
HB1564
SB5095
SB5284
HB1001
HB1043
SB5083
HB1103
HB1175
HB2017
HB1413
SB5122
HB1614
HB1616
HB1618
HB1705
HB1627
HB1837
HB1838
SB5593
SB5632
SB5857
SB5860
HB1639
HB1653
HB1659
HB1840
HB1736
HB1601
HB1835
HB1673
SB5580
HB1675
HB1684
SB5793
HB1688
HB1691
SB5703
HB1710
HB1718
HB1721
HB1723
HB2119
SB5974
HB1725
HB1732
HB1733
HB1734
HB1750
HB1847
HB1766
HB1773
HB1806
SB5773
HB1810
SB5492
HB1814
HB1816
SB5693
SB5909
HB1643
SB5642
SB5138
HB1481
HB1571
HB1831
HB1619
HB1850
HB1861
SB5752
HB1868
HB1741
HB1862
SB5751
HB1471
SB5911
HB1809
SB5496
SB5753
HB1905
HB1918
HB1956
HB1958
HB1989
SB5824
HB1883
HB2034
HB2027
HB2076
HB2091
HB1704
SB5784
SB5801
HB1770
HB1813
SB5217
SB5568
HB1759
SB5345
SB5495
SB5507
SB5888
SB5551
SB5555
SB5491
HB1901
HB2037
SB5598
HB1700
SB5610
SB5618
SB5619
SB5623
SB5633
SB5636
SB5910
SB5803
SB5697
HB1621
SB5595
HB1664
SB5844
SB5895
SB5535
SB5902
SB5539
HB1507
SB5567
SB5721
SB5661
SB5837
HB1050
HB1615
HB1660
HB1667
SB5794
HB1988
HB1880
HB1885
SB5866
HB1961
HB1881
HB2023
SB5920
HB2074
HB2075
SB5838
HB1748
HB2077
HB2078
HB2050
HB1617
HB1833
HB1878
HB2096
SB5798
HB2018
HB2124
HB1846
SB5813
SB5941
SB5790
SB5814
SB5829
SB5849
SB5862
SB5868
SB5885
HB1774
HB1852
HB1012
SB5621
HB1013
HB1138
SB5123
SB5238
HB1291
SB5028
SB5900
HB1735
HB1893
HB1703
HB1197
HB1333
HB2053
HB1753
SB5882
HB1057
SB5178
HB1227
HB1228
SB5387
HB1460
SB5269
SB5390
HB5065
HB1429
HB1443
SB5430
SB5431
HB1051
HB5160
SB5139
SB5097
SB5102
SB5137
SB5193
HB1187
SB5046
SB5333
HB1246
HB1450
SB5175
SB5357
SHB1336
SSB5025
SSB5062
SB5253
HB5096
SB5281
SB1091
SB1595
SB5042
SB5263
SB5075
HB1277
SB5206
SB5330
SB5187
HB1045
SB5566
SB5207
SB5142
HB1269
SB5002
SB5277
SB5443
HB1420
SB5059
SB5314
SB5066
SB5454
HB1593
SB5503
SB5537
HB1417
SB5225
SB5300
SB5117
SB5037
SB5243
HB1086
SB5045
SB5466
HB1192
SB5445
HB1432
SB5474
SB5162
HB1125
SB5213
SB5366
HB1329
SB5039
HB1184
HB1693
SB5702
HB1173
HB1648
SB5109
HB1140
HB1634
HB1290
HB1177
SB5477
SB5720
HB1489
SB5351
SB5150
SB5439
SB5177
HB1510
HB1640
SB5101
HB1181
HB1245
SB5364
HB1298
SB5467
HB1727
HB1666
HB1474
SB5482
HB1738
HB1058
SB5594
SB5352
HB1363
HB1178
SB5729
HB1069
SB5417
HB1746
HB1029
HB1154
HB1214
HB1281
HB1397
HB1535
SB5098
SB5185
SB5599
SB5074
HB1033
HB1280
HB1238
SB5486
SB5169
HB1586
HB1579
SB5378
HB1687
SB5368
SB5082
SB5712
HB1479
HB1188
SB5326
HB1405
HB1769
SB5591
SB5644
HB1079
HB1042
HB1026
HB1167
HB1293
HB1240
HB1589
SB5448
HB1573
HB1200
SB5202
HB1388
HB1247
HB1313
SB5393
HB1316
HB1357
HB1391
HB1392
HB1419
SB5719
HB1248
SB5085
SB5650
SB5403
HB1605
HB1239
HB1563
SB5069
HB1547
SB5462
HB1584
HB1663
HB1676
HB1745
HB2152
HB1522
SB5350
SB5442
SB5273
HB1533
SB5559
HB1701
SB5408
HB1459
HB1201
HB1470
SB5005
SB5733
HB1469
HB1499
HB1839
SB5280
SB5319
SB5447
SB5640
SB5562
SB5652
SB5666
SB5672
SB5675
SB5087
SB5768
SB5614
SB5033
HB1844
SB5056
SB5270
SB5353
SB5437
SB5694
HB1077
HB1724
HB1554
HB1598
SB5171
HB1807
SB5726
HB1260
SB5563
SB5615
SB5740
